category_1,category_2,year_from,year_to,npmi_from,npmi_to,npmi_diff,abs_npmi_diff,pair_count_from,pair_count_to
10002,16004,2010,2011,0.02075102357677909,-0.011814804328215462,-0.03256582790499455,0.03256582790499455,23,88
10005,11001,2010,2011,-0.05790369580415605,-0.07750718964388065,-0.019603493839724595,0.019603493839724595,68,273
10005,11002,2010,2011,-0.0318179987052162,-0.014018242408433093,0.017799756296783105,0.017799756296783105,19,125
10005,11003,2010,2011,0.022890775067978632,-0.03369535346759293,-0.05658612853557156,0.05658612853557156,7,32
10005,11005,2010,2011,0.029590688617756777,-0.015408725109200386,-0.04499941372695716,0.04499941372695716,9,77
10005,11008,2010,2011,0.016325149862061034,0.03322332833101653,0.016898178468955496,0.016898178468955496,39,218
10005,12001,2010,2011,0.04786450901309054,0.0267319003840041,-0.021132608629086443,0.021132608629086443,29,155
10005,12003,2010,2011,0.06708156934708354,0.05006449559893629,-0.017017073748147246,0.017017073748147246,42,272
10005,12004,2010,2011,-0.15467159244309256,0.051492295127545745,0.2061638875706383,0.2061638875706383,5,65
10005,13001,2010,2011,-0.008597443540239084,-0.08921661465170422,-0.08061917111146513,0.08061917111146513,15,69
10005,13003,2010,2011,-0.06407382577736899,-0.18923029939871985,-0.12515647362135085,0.12515647362135085,10,49
10005,13004,2010,2011,0.08435726945769473,0.04717255590265728,-0.03718471355503745,0.03718471355503745,49,204
10005,13005,2010,2011,0.03488113524861583,0.0672784511576947,0.032397315909078864,0.032397315909078864,66,399
10005,14001,2010,2011,-0.1342060439926795,-0.021105261396873264,0.11310078259580622,0.11310078259580622,6,80
10005,14002,2010,2011,-0.04205329714035258,-0.06404626345099326,-0.021992966310640683,0.021992966310640683,12,98
10005,14007,2010,2011,0.05785135200851869,0.06713731827636282,0.009285966267844135,0.009285966267844135,76,411
10005,15001,2010,2011,-0.04436992476722042,-0.051175059000601486,-0.006805134233381069,0.006805134233381069,38,209
10005,15002,2010,2011,-0.09183219153721117,-0.0853450781851388,0.006487113352072374,0.006487113352072374,24,197
10005,15003,2010,2011,0.022394572749603842,-0.04572450337985671,-0.06811907612946055,0.06811907612946055,23,71
10005,15004,2010,2011,-0.05807264137972903,-0.09426976444151268,-0.03619712306178365,0.03619712306178365,16,105
10005,15005,2010,2011,0.07039694740721004,0.021318328579441822,-0.04907861882776822,0.04907861882776822,9,21
10005,15006,2010,2011,-0.0932541995729328,-0.0495736547528095,0.0436805448201233,0.0436805448201233,15,72
10005,15007,2010,2011,0.02204153709890988,0.007843452707000575,-0.014198084391909305,0.014198084391909305,57,259
10005,16004,2010,2011,-0.016790736382468974,0.04975927603040906,0.06655001241287803,0.06655001241287803,25,202
11001,11002,2010,2011,-0.1340578970807985,-0.3603997983116456,-0.2263419012308471,0.2263419012308471,79,83
11001,11003,2010,2011,-0.21245406730987965,-0.35908447154375545,-0.1466304042338758,0.1466304042338758,12,12
11001,11004,2010,2011,-0.13272142137691037,-0.24218024225472154,-0.10945882087781117,0.10945882087781117,12,33
11001,11005,2010,2011,-0.1333985472673064,-0.2578735370335533,-0.12447498976624691,0.12447498976624691,24,77
11001,11006,2010,2011,-0.18618518203933324,-0.09573705031463413,0.09044813172469911,0.09044813172469911,14,72
11001,11007,2010,2011,-0.1005668754072635,-0.13642771225167932,-0.03586083684441582,0.03586083684441582,5,6
11001,11008,2010,2011,-0.23467344730595086,-0.31984199548828485,-0.08516854818233399,0.08516854818233399,107,191
11001,12001,2010,2011,-0.25272899801074034,-0.3913630234020038,-0.13863402539126346,0.13863402539126346,57,76
11001,12003,2010,2011,-0.23607804358704032,-0.38490910472744416,-0.14883106114040384,0.14883106114040384,93,182
11001,12004,2010,2011,-0.015200884501832863,-0.24946225590185345,-0.2342613714000206,0.2342613714000206,61,44
11001,13001,2010,2011,0.015553902861008337,0.07453986283237692,0.05898595997136858,0.05898595997136858,87,335
11001,13002,2010,2011,-0.05877962603101705,-0.11293180626298997,-0.05415218023197292,0.05415218023197292,6,22
11001,13003,2010,2011,-0.029719463830252753,0.062190797141173634,0.09191026097142639,0.09191026097142639,67,373
11001,13004,2010,2011,-0.08729421738185478,-0.03182317985081148,0.0554710375310433,0.0554710375310433,163,444
11001,13005,2010,2011,0.03253047638673227,-0.014899871701844803,-0.04743034808857707,0.04743034808857707,332,897
11001,14001,2010,2011,-0.04907592989871883,0.010109655113513118,0.05918558501223195,0.05918558501223195,57,245
11001,14002,2010,2011,0.0246769899429439,0.0373864844119707,0.012709494469026798,0.012709494469026798,84,377
11001,14003,2010,2011,-0.07806763265354356,-0.041364057905321376,0.03670357474822219,0.03670357474822219,13,84
11001,14006,2010,2011,0.0060698240205381854,0.07805835251660063,0.07198852849606245,0.07198852849606245,26,170
11001,14007,2010,2011,-0.0011793859680861085,0.030927659921102954,0.03210704588918906,0.03210704588918906,342,997
11001,15001,2010,2011,-0.014802930291420654,0.08221247514210821,0.09701540543352886,0.09701540543352886,232,777
11001,15002,2010,2011,0.0040684879401145305,0.08439950277561624,0.0803310148355017,0.0803310148355017,188,819
11001,15003,2010,2011,-0.05348704249521383,0.03377468546824317,0.08726172796345699,0.08726172796345699,97,259
11001,15004,2010,2011,-0.0534527128251908,0.03883695830666214,0.09228967113185294,0.09228967113185294,96,450
11001,15005,2010,2011,-0.038204595503655396,0.029221390731049988,0.06742598623470539,0.06742598623470539,29,58
11001,15006,2010,2011,0.005099112700162641,0.06094130448190315,0.05584219178174051,0.05584219178174051,124,287
11001,15007,2010,2011,0.06300993714742348,0.07496657835521672,0.011956641207793245,0.011956641207793245,312,790
11001,16002,2010,2011,0.03483109288833337,0.003271415585991202,-0.03155967730234217,0.03155967730234217,52,233
11001,16003,2010,2011,-0.05904827140120656,-0.05128893782053894,0.007759333580667618,0.007759333580667618,9,22
11001,16004,2010,2011,-0.02101238302160682,-0.02497515290638636,-0.003962769884779539,0.003962769884779539,136,443
11002,11005,2010,2011,-0.08710202377057708,-0.09349254606019787,-0.006390522289620795,0.006390522289620795,7,57
11002,11006,2010,2011,0.04364208091504006,0.07973138338973161,0.036089302474691554,0.036089302474691554,11,59
11002,11008,2010,2011,-0.11090387259485364,-0.12305074390631492,-0.012146871311461277,0.012146871311461277,35,133
11002,12001,2010,2011,0.1492897023416145,0.16450555664982133,0.015215854308206822,0.015215854308206822,56,243
11002,12003,2010,2011,0.15972366630934084,0.17943353989880695,0.019709873589466104,0.019709873589466104,76,389
11002,12004,2010,2011,0.010399190569260008,0.13109934403318982,0.12070015346392982,0.12070015346392982,18,92
11002,13001,2010,2011,0.01700893799739093,-0.02263598802004226,-0.03964492601743319,0.03964492601743319,24,97
11002,13002,2010,2011,0.14334454728697407,0.11367633007332491,-0.029668217213649165,0.029668217213649165,5,28
11002,13003,2010,2011,0.014904594811493923,0.0049808392324978265,-0.009923755578996097,0.009923755578996097,21,125
11002,13004,2010,2011,-0.022931981569194446,0.02646080218013284,0.04939278374932729,0.04939278374932729,49,201
11002,13005,2010,2011,-0.042974969825627624,-0.03924304621776065,0.00373192360786697,0.00373192360786697,75,319
11002,14001,2010,2011,0.013278912839455422,0.04047847355784008,0.02719956071838466,0.02719956071838466,19,107
11002,14002,2010,2011,0.04248595721388362,0.061771839976332524,0.019285882762448907,0.019285882762448907,25,163
11002,14003,2010,2011,0.031828661275718255,0.05361524104343891,0.021786579767720658,0.021786579767720658,6,49
11002,14006,2010,2011,-0.023445422598498973,-0.05375756649020092,-0.030312143891701948,0.030312143891701948,6,39
11002,14007,2010,2011,-0.07818257185157843,-0.07202206725142041,0.006160504600158018,0.006160504600158018,73,300
11002,15001,2010,2011,0.07721584948126516,-0.06862274427984419,-0.14583859376110936,0.14583859376110936,80,208
11002,15002,2010,2011,0.005240549691544906,0.01637015387606696,0.011129604184522055,0.011129604184522055,51,285
11002,15003,2010,2011,0.02443296483772283,-0.036150468017792245,-0.060583432855515075,0.060583432855515075,33,78
11002,15004,2010,2011,0.0016989856643734075,-0.006225838570975874,-0.007924824235349282,0.007924824235349282,30,155
11002,15005,2010,2011,-0.07505352136487517,-0.04693766606475656,0.028115855300118613,0.028115855300118613,6,15
11002,15006,2010,2011,-0.0156867000037863,-0.003403388696301225,0.012283311307485074,0.012283311307485074,31,92
11002,15007,2010,2011,-0.09526764394597044,-0.1295567462898035,-0.03428910234383305,0.03428910234383305,56,173
11002,16002,2010,2011,0.12390182249150912,0.0327083925822577,-0.09119342990925142,0.09119342990925142,21,101
11002,16004,2010,2011,-0.06399207156016654,-0.06396253209442333,2.9539465743202986e-05,2.9539465743202986e-05,30,145
11003,11008,2010,2011,-0.06392787301816813,-0.1294582952798852,-0.06553042226171707,0.06553042226171707,11,31
11003,12001,2010,2011,0.023245634003762772,0.152551253760369,0.1293056197566062,0.1293056197566062,11,80
11003,12003,2010,2011,0.1741812152104187,0.11193037807472198,-0.062250837135696735,0.062250837135696735,27,109
11003,12004,2010,2011,0.03736627628119126,0.14113823109218082,0.10377195481098955,0.10377195481098955,6,32
11003,13001,2010,2011,-0.04276415979510837,-0.0379045412769411,0.004859618518167269,0.004859618518167269,5,25
11003,13003,2010,2011,0.012358987815242936,-0.02602805252112609,-0.03838704033636903,0.03838704033636903,6,31
11003,13004,2010,2011,-0.0007704703079580136,0.07544658874944352,0.07621705905740153,0.07621705905740153,15,73
11003,13005,2010,2011,-0.06775043090790146,-0.037365393085428286,0.030385037822473177,0.030385037822473177,18,88
11003,14001,2010,2011,0.0296496585568541,-0.05953235073257979,-0.0891820092894339,0.0891820092894339,6,19
11003,14007,2010,2011,-0.021334937429529393,-0.03463165905774635,-0.013296721628216959,0.013296721628216959,24,92
11003,15001,2010,2011,0.009775396056994323,-0.020843070157739788,-0.03061846621473411,0.03061846621473411,19,68
11003,15002,2010,2011,-0.01957556563241483,-0.06448909655351225,-0.044913530921097414,0.044913530921097414,13,59
11003,15003,2010,2011,0.009913821773167596,-0.0234695146452772,-0.03338333641844479,0.03338333641844479,9,23
11003,15004,2010,2011,0.09111187566376146,-0.012460261873440374,-0.10357213753720183,0.10357213753720183,13,43
11003,15006,2010,2011,-0.11096302187120086,0.0010435449596903372,0.11200656683089119,0.11200656683089119,5,27
11003,15007,2010,2011,0.00359690494985389,-0.08571360679527797,-0.08931051174513185,0.08931051174513185,22,52
11003,16004,2010,2011,-0.03820147415829509,-0.013974210329360573,0.024227263828934517,0.024227263828934517,9,49
11004,11008,2010,2011,-0.04797042452735976,-0.07412030778412992,-0.026149883256770166,0.026149883256770166,8,45
11004,12001,2010,2011,0.05789441070909596,0.09687288813329212,0.038978477424196155,0.038978477424196155,9,69
11004,12003,2010,2011,0.12212705125729893,0.11539730150977555,-0.006729749747523384,0.006729749747523384,16,117
11004,13003,2010,2011,0.08198579127071504,0.042463330131649345,-0.03952246113906569,0.03952246113906569,6,46
11004,13004,2010,2011,0.04986912035389926,0.0006179458025951358,-0.04925117455130412,0.04925117455130412,13,57
11004,13005,2010,2011,-0.12016955847825814,-0.017580738762184255,0.10258881971607388,0.10258881971607388,9,102
11004,14002,2010,2011,0.035490776970211156,0.031211676622690813,-0.004279100347520343,0.004279100347520343,5,47
11004,14007,2010,2011,-0.024909419657387015,-0.05388917847931082,-0.028979758821923808,0.028979758821923808,16,91
11004,15001,2010,2011,0.02544263906055561,0.07047079303614068,0.04502815397558507,0.04502815397558507,14,104
11004,15002,2010,2011,-0.03795613700626028,0.006731184567855129,0.04468732157411541,0.04468732157411541,8,86
11004,15003,2010,2011,0.08511628743034767,0.040298624479075056,-0.04481766295127262,0.04481766295127262,9,34
11004,15004,2010,2011,0.11017297328961775,0.05544212344314446,-0.05473084984647329,0.05473084984647329,10,62
11004,15006,2010,2011,0.043179152913719016,-0.004680676123226287,-0.0478598290369453,0.0478598290369453,8,28
11004,15007,2010,2011,-0.19214626607732743,-0.06044206624158964,0.13170419983573778,0.13170419983573778,5,63
11004,16004,2010,2011,0.05903817109013686,-0.04604226767619989,-0.10508043876633674,0.10508043876633674,10,45
11005,11008,2010,2011,-0.1645322077260302,-0.13596824956283335,0.028563958163196845,0.028563958163196845,8,73
11005,12001,2010,2011,0.16412859459703952,0.20785697049392707,0.04372837589688755,0.04372837589688755,24,183
11005,12003,2010,2011,0.1484173297050807,0.07772902866991456,-0.07068830103516614,0.07068830103516614,30,198
11005,12004,2010,2011,-0.003437018002401545,0.09280804458362697,0.09624506258602852,0.09624506258602852,6,52
11005,13001,2010,2011,0.024288363941993005,-0.014703647135465391,-0.038992011077458394,0.038992011077458394,9,62
11005,13004,2010,2011,0.16750810471475672,0.12207240111836176,-0.045435703596394955,0.045435703596394955,35,173
11005,13005,2010,2011,-0.03785163585057069,-0.019795334055165946,0.018056301795404746,0.018056301795404746,26,208
11005,14001,2010,2011,0.06803243950506171,0.10758957105541463,0.03955713155035291,0.03955713155035291,9,88
11005,14002,2010,2011,0.05845021637494947,0.02189941538007894,-0.03655080099487053,0.03655080099487053,10,90
11005,14007,2010,2011,0.041206784851540286,-0.02553079990674769,-0.06673758475828798,0.06673758475828798,38,211
11005,15001,2010,2011,-0.019181371653486105,0.01455462849741442,0.03373600015090052,0.03373600015090052,21,169
11005,15002,2010,2011,-0.08273378039998606,0.014415575836725376,0.09714935623671145,0.09714935623671145,12,178
11005,15003,2010,2011,0.10458764522629681,-0.05315961660759786,-0.15774726183389468,0.15774726183389468,17,44
11005,15004,2010,2011,-0.10395603921426416,-0.09399726244781532,0.009958776766448837,0.009958776766448837,6,66
11005,15006,2010,2011,-0.15044987505544338,-0.07338539076999752,0.07706448428544586,0.07706448428544586,5,41
11005,15007,2010,2011,-0.12985000857788126,-0.11761181106008999,0.012238197517791274,0.012238197517791274,15,106
11005,16004,2010,2011,0.020704491040644955,0.02726216033811812,0.006557669297473166,0.006557669297473166,15,125
11006,11008,2010,2011,-0.10102666593026705,-0.10637916249540111,-0.005352496565134063,0.005352496565134063,9,37
11006,12001,2010,2011,0.10867546582322368,0.07547092547529717,-0.03320454034792651,0.03320454034792651,16,62
11006,12003,2010,2011,0.16310943436843053,0.07643743993849193,-0.0866719944299386,0.0866719944299386,26,100
11006,13003,2010,2011,-0.02030285976975907,-0.03428810485502725,-0.013985245085268182,0.013985245085268182,5,31
11006,13004,2010,2011,0.09101487338318107,0.047749532552200616,-0.04326534083098045,0.04326534083098045,22,68
11006,13005,2010,2011,-0.05607221793023116,-0.011303083952390642,0.04476913397784051,0.04476913397784051,19,102
11006,14001,2010,2011,-0.003570039809542871,0.0779253712524637,0.08149541106200657,0.08149541106200657,5,40
11006,14002,2010,2011,0.0559328288423121,0.02187771286530153,-0.03405511597701057,0.03405511597701057,8,44
11006,14007,2010,2011,-0.011450090469098097,-0.027134408086442578,-0.01568431761734448,0.01568431761734448,25,99
11006,15001,2010,2011,-0.05694951870707695,0.02593576552944175,0.0828852842365187,0.0828852842365187,14,86
11006,15002,2010,2011,0.0794562893254553,-0.008179213349969027,-0.08763550267542433,0.08763550267542433,20,79
11006,15003,2010,2011,0.08900327880554557,-0.00851978898169879,-0.09752306778724436,0.09752306778724436,13,26
11006,15004,2010,2011,-0.011133840579490678,-0.05681474956644579,-0.045680908986955114,0.045680908986955114,8,36
11006,15006,2010,2011,-0.054677401171933704,-0.014174367824682819,0.04050303334725089,0.04050303334725089,7,26
11006,15007,2010,2011,-0.12378268818069732,-0.0653788470228318,0.058403841157865524,0.058403841157865524,12,60
11006,16004,2010,2011,-0.08368246622710278,-0.05960003679744688,0.024082429429655897,0.024082429429655897,7,41
11007,12003,2010,2011,0.05767577080935826,0.09952408997591183,0.04184831916655357,0.04184831916655357,5,18
11007,13004,2010,2011,0.10463759087960756,0.08855605741213893,-0.01608153346746863,0.01608153346746863,7,13
11007,14007,2010,2011,0.026257905274057563,-0.08411317140846822,-0.11037107668252578,0.11037107668252578,8,9
11007,15001,2010,2011,0.005122237880018979,-0.04619383497879284,-0.05131607285881182,0.05131607285881182,5,8
11008,12001,2010,2011,0.11479209268003546,0.09059637180067344,-0.024195720879362018,0.024195720879362018,81,287
11008,12003,2010,2011,0.1780284422438692,0.24652589359131954,0.06849745134745033,0.06849745134745033,124,615
11008,12004,2010,2011,0.06656052085433474,0.1085258512117814,0.041965330357446665,0.041965330357446665,37,122
11008,13001,2010,2011,-0.1021395900908588,-0.11877205326763958,-0.016632463176780785,0.016632463176780785,25,100
11008,13003,2010,2011,0.021420070460311552,-0.0840245098530508,-0.10544458031336235,0.10544458031336235,36,136
11008,13004,2010,2011,0.034693198228299506,-0.03250594499888628,-0.06719914322718579,0.06719914322718579,98,251
11008,13005,2010,2011,0.03144271305505826,0.08450847972363473,0.05306576666857647,0.05306576666857647,154,630
11008,14001,2010,2011,0.03110787479804887,-0.051593236417365296,-0.08270111121541417,0.08270111121541417,34,113
11008,14002,2010,2011,0.011147158606800751,-0.09213829689314765,-0.1032854554999484,0.1032854554999484,37,143
11008,14003,2010,2011,0.011150029037689713,-0.009108771533099365,-0.020258800570789076,0.020258800570789076,9,55
11008,14005,2010,2011,0.09843066780671704,0.006898250576431118,-0.09153241723028592,0.09153241723028592,6,9
11008,14006,2010,2011,-0.07017994577050338,-0.0863814617118589,-0.01620151594135552,0.01620151594135552,8,51
11008,14007,2010,2011,0.00766895988714155,0.04206893080832404,0.034399970921182486,0.034399970921182486,158,598
11008,15001,2010,2011,-0.03657792045673053,-0.10160558071590924,-0.06502766025917871,0.06502766025917871,98,290
11008,15002,2010,2011,-0.08069356866968137,-0.11297606171180723,-0.032282493042125854,0.032282493042125854,66,297
11008,15003,2010,2011,-0.0734098782836162,-0.06176616251401291,0.01164371576960329,0.01164371576960329,39,107
11008,15004,2010,2011,-0.025954174722193905,-0.07876234516980933,-0.052808170447615425,0.052808170447615425,46,183
11008,15005,2010,2011,-0.19745662055529903,-0.06193664779357853,0.1355199727617205,0.1355199727617205,5,21
11008,15006,2010,2011,-0.04895001667019265,-0.09772030850641723,-0.04877029183622458,0.04877029183622458,47,95
11008,15007,2010,2011,-0.060995490798913,0.010092357519080334,0.07108784831799334,0.07108784831799334,110,408
11008,16002,2010,2011,0.042965380946511936,-0.03021796675647212,-0.07318334770298406,0.07318334770298406,25,119
11008,16003,2010,2011,0.07218396151062752,-0.05543359696633612,-0.12761755847696363,0.12761755847696363,8,12
11008,16004,2010,2011,0.04492839776081609,0.051189792170608275,0.006261394409792183,0.006261394409792183,74,312
12001,12003,2010,2011,-0.2975158834829277,-0.40209139993474924,-0.10457551645182156,0.10457551645182156,13,38
12001,12004,2010,2011,-0.08074768930021865,-0.2989339896276883,-0.21818630032746966,0.21818630032746966,13,9
12001,13001,2010,2011,0.02220634362039202,0.004940944588411131,-0.017265399031980887,0.017265399031980887,27,116
12001,13002,2010,2011,0.16332640335729723,-0.0557730417822868,-0.21909944513958401,0.21909944513958401,6,12
12001,13003,2010,2011,0.013243359116703329,-0.08365069534549587,-0.09689405446219919,0.09689405446219919,23,95
12001,13004,2010,2011,0.03953380948360514,0.11510114546499302,0.07556733598138787,0.07556733598138787,66,276
12001,13005,2010,2011,-0.039696159573200336,-0.03169955706816664,0.007996602505033694,0.007996602505033694,84,351
12001,14001,2010,2011,0.02511969086075847,0.024040599432148296,-0.001079091428610176,0.001079091428610176,22,108
12001,14002,2010,2011,-0.02415096572122433,-0.0022562151439397033,0.021894750577284627,0.021894750577284627,21,141
12001,14003,2010,2011,0.043095102636300495,0.023798910573782337,-0.019296192062518158,0.019296192062518158,7,46
12001,14006,2010,2011,-0.07250277819598787,-0.013788327799906882,0.05871445039608099,0.05871445039608099,5,51
12001,14007,2010,2011,-0.013783853104382907,-0.009932999546477611,0.003850853557905296,0.003850853557905296,98,384
12001,15001,2010,2011,0.0012470411790146765,-0.03507919229915784,-0.036326233478172515,0.036326233478172515,71,250
12001,15002,2010,2011,-0.036138976379418,-0.0017773810342040259,0.03436159534521398,0.03436159534521398,49,291
12001,15003,2010,2011,0.0139335479238034,-0.04779057222462359,-0.061724120148426986,0.061724120148426986,35,80
12001,15004,2010,2011,-0.11679085068153734,-0.04950269740660549,0.06728815327493184,0.06728815327493184,20,143
12001,15005,2010,2011,0.03842790796527451,-0.028745403778199053,-0.06717331174347356,0.06717331174347356,12,18
12001,15006,2010,2011,0.03393868290267825,-0.008359470414539594,-0.04229815331721784,0.04229815331721784,41,97
12001,15007,2010,2011,-0.07462669818991205,-0.08377364302000223,-0.009146944830090181,0.009146944830090181,67,221
12001,16002,2010,2011,0.0337028289865277,-0.04073327689707935,-0.07443610588360705,0.07443610588360705,16,81
12001,16003,2010,2011,0.0580206494572978,-0.0461426535406766,-0.1041633029979744,0.1041633029979744,5,9
12001,16004,2010,2011,-0.016369066198580997,-0.025962117646756905,-0.009593051448175908,0.009593051448175908,40,179
12003,12004,2010,2011,-0.29287665922146294,-0.2542351239921361,0.03864153522932684,0.03864153522932684,5,26
12003,13001,2010,2011,-0.041328836323345955,-0.0840696140452003,-0.04274077772185435,0.04274077772185435,29,141
12003,13002,2010,2011,0.06909632539800041,0.0636161716135678,-0.005480153784432604,0.005480153784432604,5,38
12003,13003,2010,2011,-1.820826072462302e-05,-0.0070626815871414885,-0.007044473326416866,0.007044473326416866,30,215
12003,13004,2010,2011,0.06104329960312473,-0.035293941607582854,-0.09633724121070758,0.09633724121070758,95,300
12003,13005,2010,2011,-0.017730361541636867,0.02150063380451731,0.03923099534615418,0.03923099534615418,124,663
12003,14001,2010,2011,0.07528136859313811,-0.009476244080546104,-0.08475761267368422,0.08475761267368422,36,159
12003,14002,2010,2011,-0.03424902705311259,-0.035391050669704785,-0.001142023616592193,0.001142023616592193,28,212
12003,14003,2010,2011,0.09373190913537464,0.034337003293009656,-0.05939490584236499,0.05939490584236499,12,79
12003,14005,2010,2011,0.08130510925538577,0.06478729354794525,-0.016517815707440514,0.016517815707440514,5,15
12003,14006,2010,2011,-0.07406932796114914,-0.10411185748734349,-0.03004252952619435,0.03004252952619435,7,57
12003,14007,2010,2011,-0.015698912117318102,-0.02675910463011533,-0.011060192512797228,0.011060192512797228,135,621
12003,15001,2010,2011,-0.02490654472444687,-0.08463743019987527,-0.0597308854754284,0.0597308854754284,91,372
12003,15002,2010,2011,-0.02837596355239556,-0.07281265824248984,-0.04443669469009427,0.04443669469009427,70,407
12003,15003,2010,2011,-0.03116830539343835,-0.06712978292508905,-0.035961477531650694,0.035961477531650694,41,127
12003,15004,2010,2011,0.047433902183916216,-0.02711774705483262,-0.07455164923874884,0.07455164923874884,53,262
